"0 degree board impact on joint"

"Time      "	".JOINT_qianhou.Element_Force.Mag"
1.110000e-01	4.184119e+01
1.120000e-01	4.184240e+01
1.130000e-01	4.184360e+01
1.140000e-01	4.184482e+01
1.150000e-01	4.184608e+01
1.160000e-01	4.184738e+01
1.170000e-01	4.184871e+01
1.180000e-01	4.185004e+01
1.190000e-01	4.185138e+01
1.200000e-01	4.185271e+01
1.210000e-01	4.185402e+01
1.220000e-01	4.185530e+01
1.230000e-01	4.185654e+01
1.240000e-01	4.185775e+01
1.250000e-01	4.185894e+01
1.260000e-01	4.186015e+01
1.270000e-01	4.186139e+01
1.280000e-01	4.186270e+01
1.290000e-01	4.186406e+01
1.300000e-01	4.186548e+01
1.310000e-01	4.186694e+01
1.320000e-01	4.186842e+01
1.330000e-01	4.186991e+01
1.340000e-01	4.187137e+01
1.344257e-01	2.574620e+03
1.346759e-01	5.370241e+03
1.349283e-01	1.229738e+03
1.350000e-01	1.776260e+02
1.352520e-01	2.320042e+02
1.355056e-01	2.929254e+02
1.360000e-01	3.934870e+01
1.367407e-01	2.568637e+00
1.370000e-01	2.727099e+00
1.373668e-01	2.426787e+02
1.380000e-01	1.555093e-01
1.383741e-01	1.526256e-01
1.390000e-01	1.470806e-01
1.400000e-01	1.391878e-01
1.410000e-01	1.304908e-01
1.420000e-01	1.209090e-01
1.430000e-01	1.115922e-01
1.440000e-01	1.013055e-01
1.450000e-01	9.497272e-02
1.460000e-01	1.006483e+00
1.470000e-01	7.606272e+00
1.480000e-01	2.115531e+01
1.490000e-01	4.685757e+01
1.500000e-01	4.052665e+01
1.510000e-01	3.246287e+01
1.520000e-01	2.641244e+01
1.530000e-01	2.252675e+01
1.540000e-01	2.056038e+01
1.550000e-01	2.019894e+01
1.560000e-01	2.120924e+01
1.570000e-01	2.347048e+01
1.580000e-01	2.690563e+01
1.590000e-01	3.137217e+01
1.600000e-01	3.653698e+01
1.610000e-01	4.182663e+01
1.620000e-01	4.645334e+01
1.630000e-01	4.979767e+01
1.640000e-01	5.153479e+01
1.650000e-01	5.168800e+01
1.660000e-01	5.041757e+01
1.670000e-01	4.798035e+01
1.680000e-01	4.476479e+01
1.690000e-01	4.128623e+01
1.700000e-01	3.799298e+01
1.710000e-01	3.527182e+01
1.720000e-01	3.336463e+01
1.730000e-01	3.243503e+01
1.740000e-01	3.242360e+01
1.750000e-01	3.341196e+01
1.760000e-01	3.529031e+01
1.770000e-01	3.784806e+01
1.780000e-01	4.079136e+01
1.790000e-01	4.370981e+01
1.800000e-01	4.616605e+01
1.810000e-01	4.782066e+01
1.820000e-01	4.850703e+01
1.830000e-01	4.822014e+01
1.840000e-01	4.705907e+01
1.850000e-01	4.520185e+01
1.860000e-01	4.292300e+01
1.870000e-01	4.054754e+01
1.880000e-01	3.838911e+01
