"     ankle"

"Time      "	".JOINT_14.Ax_Ay_Az_Projection_Angles.Z"	".JOINT_15.Ax_Ay_Az_Projection_Angles.Z"
0.000000e+00	1.193196e-13	0.000000e+00
1.000000e-04	1.259153e-05	0.000000e+00
2.000000e-04	4.945961e-05	0.000000e+00
3.000000e-04	1.093069e-04	0.000000e+00
4.000000e-04	1.908950e-04	0.000000e+00
5.000000e-04	2.930084e-04	0.000000e+00
6.000000e-04	4.143078e-04	-1.025113e-07
7.000000e-04	5.534065e-04	-2.328195e-07
8.000000e-04	7.089042e-04	-4.406976e-07
9.000000e-04	8.793751e-04	-7.484449e-07
1.000000e-03	1.063386e-03	-1.182155e-06
1.100000e-03	1.259502e-03	-1.772866e-06
1.200000e-03	1.466296e-03	-2.556015e-06
1.300000e-03	1.682358e-03	-3.572240e-06
1.400000e-03	1.906302e-03	-4.867569e-06
1.500000e-03	2.136781e-03	-6.493762e-06
1.600000e-03	2.372488e-03	-8.508563e-06
1.700000e-03	2.612169e-03	-1.097591e-05
1.800000e-03	2.854629e-03	-1.396608e-05
1.900000e-03	3.098738e-03	-1.755575e-05
2.000000e-03	3.343442e-03	-2.182806e-05
2.100000e-03	3.587764e-03	-2.687224e-05
2.200000e-03	3.830810e-03	-3.278388e-05
2.300000e-03	4.071770e-03	-3.966478e-05
2.400000e-03	4.309929e-03	-4.762189e-05
2.500000e-03	4.544662e-03	-5.676779e-05
2.600000e-03	4.775434e-03	-6.722014e-05
2.700000e-03	5.001806e-03	-7.910160e-05
2.800000e-03	5.223431e-03	-9.253763e-05
2.900000e-03	5.440054e-03	-1.076579e-04
3.000000e-03	5.651505e-03	-1.245950e-04
3.100000e-03	5.857700e-03	-1.434844e-04
3.200000e-03	6.058637e-03	-1.644636e-04
3.300000e-03	6.254387e-03	-1.876713e-04
3.400000e-03	6.445096e-03	-2.132469e-04
3.500000e-03	6.630973e-03	-2.413321e-04
3.600000e-03	6.812291e-03	-2.720690e-04
3.700000e-03	6.989370e-03	-3.055967e-04
3.800000e-03	7.162579e-03	-3.420557e-04
3.900000e-03	7.332326e-03	-3.815863e-04
4.000000e-03	7.499055e-03	-4.243285e-04
4.100000e-03	7.663238e-03	-4.704214e-04
4.200000e-03	7.825368e-03	-5.200042e-04
4.300000e-03	7.985959e-03	-5.732163e-04
4.400000e-03	8.145521e-03	-6.301941e-04
4.500000e-03	8.304592e-03	-6.910798e-04
4.600000e-03	8.463685e-03	-7.560084e-04
4.700000e-03	8.623343e-03	-8.251258e-04
4.800000e-03	8.784065e-03	-8.985679e-04
4.900000e-03	8.946392e-03	-9.764873e-04
5.000000e-03	9.110797e-03	-1.059022e-03
5.100000e-03	9.277800e-03	-1.146330e-03
5.200000e-03	9.447837e-03	-1.238550e-03
5.300000e-03	9.621415e-03	-1.335854e-03
5.400000e-03	9.798974e-03	-1.438395e-03
5.500000e-03	9.980975e-03	-1.546347e-03
5.600000e-03	1.016784e-02	-1.659874e-03
5.700000e-03	1.036003e-02	-1.779169e-03
5.800000e-03	1.055795e-02	-1.904403e-03
5.900000e-03	1.076201e-02	-2.035761e-03
6.000000e-03	1.097263e-02	-2.173434e-03
6.100000e-03	1.119024e-02	-2.317621e-03
