" chongzhi1"

"Time      "	"Leg_ya_huang_1.force"
1.350000e-01	1.127843e+01
1.360000e-01	1.126474e+01
1.370000e-01	1.125069e+01
1.380000e-01	1.123700e+01
1.390000e-01	1.122295e+01
1.400000e-01	1.120853e+01
1.404370e-01	1.120234e+01
1.407238e-01	1.119831e+01
1.410000e-01	1.119427e+01
1.420000e-01	1.117940e+01
1.430000e-01	1.116419e+01
1.435245e-01	1.115624e+01
1.440000e-01	1.114898e+01
1.443682e-01	1.114306e+01
1.450000e-01	1.113305e+01
1.460000e-01	1.111686e+01
1.470000e-01	1.110058e+01
1.480000e-01	1.108357e+01
1.490000e-01	1.106640e+01
1.500000e-01	1.104908e+01
1.510000e-01	1.103108e+01
1.520000e-01	1.101312e+01
1.530000e-01	1.099484e+01
1.533009e-01	1.098929e+01
1.535891e-01	1.098382e+01
1.539009e-01	1.097789e+01
1.540000e-01	1.097604e+01
1.550000e-01	1.095740e+01
1.560000e-01	1.093843e+01
1.570000e-01	1.091910e+01
1.580000e-01	1.089998e+01
1.590000e-01	1.088055e+01
1.600000e-01	1.086091e+01
1.610000e-01	1.084151e+01
1.620000e-01	1.082181e+01
1.630000e-01	1.080205e+01
1.632584e-01	1.079696e+01
1.635464e-01	1.079140e+01
1.640000e-01	1.078254e+01
1.650000e-01	1.076276e+01
1.660000e-01	1.074304e+01
1.670000e-01	1.072358e+01
1.680000e-01	1.070385e+01
1.690000e-01	1.068433e+01
1.694263e-01	1.067598e+01
1.697443e-01	1.066991e+01
1.700000e-01	1.066501e+01
1.710000e-01	1.064547e+01
1.720000e-01	1.062624e+01
1.730000e-01	1.060712e+01
1.740000e-01	1.058785e+01
1.750000e-01	1.056897e+01
1.760000e-01	1.055007e+01
1.770000e-01	1.053118e+01
1.780000e-01	1.051266e+01
1.790000e-01	1.049395e+01
1.800000e-01	1.047556e+01
1.810000e-01	1.045724e+01
1.820000e-01	1.043891e+01
1.830000e-01	1.042093e+01
1.840000e-01	1.040277e+01
1.850000e-01	1.038499e+01
1.860000e-01	1.036709e+01
1.870000e-01	1.034951e+01
1.880000e-01	1.033183e+01
1.890000e-01	1.031445e+01
1.900000e-01	1.029694e+01
1.910000e-01	1.027970e+01
1.920000e-01	1.026240e+01
1.930000e-01	1.024525e+01
1.940000e-01	1.022815e+01
1.950000e-01	1.021106e+01
1.960000e-01	1.019414e+01
1.970000e-01	1.017706e+01
1.980000e-01	1.016030e+01
1.990000e-01	1.014324e+01
2.000000e-01	1.012654e+01
2.010000e-01	1.010951e+01
2.020000e-01	1.009281e+01
2.030000e-01	1.007588e+01
2.040000e-01	1.005908e+01
2.050000e-01	1.004222e+01
2.060000e-01	1.002530e+01
2.070000e-01	1.000840e+01
2.080000e-01	9.991359e+00
2.090000e-01	9.974361e+00
2.100000e-01	9.957184e+00
2.110000e-01	9.940051e+00
2.120000e-01	9.922758e+00
2.130000e-01	9.905423e+00
2.140000e-01	9.888007e+00
2.150000e-01	9.870412e+00
2.160000e-01	9.852829e+00
2.170000e-01	9.835047e+00
2.180000e-01	9.817201e+00
2.190000e-01	9.799199e+00
2.200000e-01	9.781094e+00
2.210000e-01	9.762855e+00
2.220000e-01	9.744440e+00
2.230000e-01	9.725956e+00
2.240000e-01	9.707240e+00
2.250000e-01	9.688443e+00
2.260000e-01	9.669498e+00
2.270000e-01	9.650333e+00
2.280000e-01	9.631084e+00
2.290000e-01	9.611681e+00
2.300000e-01	9.592083e+00
2.310000e-01	9.572369e+00
2.320000e-01	9.552509e+00
2.330000e-01	9.532473e+00
2.340000e-01	9.512306e+00
2.350000e-01	9.492000e+00
2.360000e-01	9.471534e+00
2.370000e-01	9.450937e+00
2.380000e-01	9.430209e+00
2.390000e-01	9.409343e+00
2.400000e-01	9.388352e+00
2.410000e-01	9.367236e+00
2.420000e-01	9.345990e+00
2.430000e-01	9.324626e+00
2.440000e-01	9.303152e+00
2.450000e-01	9.281565e+00
2.460000e-01	9.259870e+00
2.470000e-01	9.238071e+00
2.480000e-01	9.216174e+00
2.490000e-01	9.194182e+00
2.500000e-01	9.172099e+00
2.510000e-01	9.149928e+00
2.520000e-01	9.127677e+00
2.530000e-01	9.105350e+00
2.540000e-01	9.082948e+00
2.550000e-01	9.060475e+00
2.560000e-01	9.037940e+00
2.570000e-01	9.015343e+00
2.580000e-01	8.992688e+00
2.590000e-01	8.969980e+00
2.600000e-01	8.947224e+00
2.610000e-01	8.924424e+00
2.620000e-01	8.901581e+00
2.630000e-01	8.878699e+00
2.640000e-01	8.855783e+00
2.650000e-01	8.832838e+00
2.660000e-01	8.809869e+00
2.670000e-01	8.786877e+00
2.680000e-01	8.763863e+00
2.690000e-01	8.740834e+00
2.700000e-01	8.717791e+00
2.710000e-01	8.694740e+00
2.720000e-01	8.671682e+00
2.730000e-01	8.648622e+00
2.740000e-01	8.625561e+00
2.750000e-01	8.602503e+00
2.760000e-01	8.579451e+00
2.770000e-01	8.556405e+00
2.780000e-01	8.533366e+00
2.790000e-01	8.510331e+00
2.800000e-01	8.487305e+00
2.810000e-01	8.464288e+00
2.820000e-01	8.441289e+00
2.830000e-01	8.418307e+00
2.840000e-01	8.395337e+00
2.850000e-01	8.372391e+00
2.860000e-01	8.349467e+00
2.870000e-01	8.326562e+00
2.880000e-01	8.303680e+00
2.890000e-01	8.280823e+00
2.900000e-01	8.257988e+00
2.910000e-01	8.235176e+00
2.920000e-01	8.212390e+00
2.930000e-01	8.189628e+00
2.940000e-01	8.166891e+00
2.950000e-01	8.144180e+00
2.960000e-01	8.121494e+00
2.970000e-01	8.098835e+00
2.980000e-01	8.076204e+00
2.990000e-01	8.053598e+00
3.000000e-01	8.031018e+00
3.010000e-01	8.008464e+00
3.020000e-01	7.985935e+00
3.030000e-01	7.963432e+00
3.040000e-01	7.940954e+00
3.050000e-01	7.918500e+00
3.060000e-01	7.896070e+00
3.070000e-01	7.873664e+00
3.080000e-01	7.851280e+00
3.090000e-01	7.828917e+00
3.100000e-01	7.806576e+00
3.110000e-01	7.784256e+00
3.120000e-01	7.761954e+00
3.130000e-01	7.739670e+00
3.140000e-01	7.717403e+00
3.150000e-01	7.695152e+00
3.160000e-01	7.672915e+00
3.170000e-01	7.650691e+00
3.180000e-01	7.628478e+00
3.190000e-01	7.606276e+00
3.200000e-01	7.584082e+00
3.210000e-01	7.561895e+00
3.220000e-01	7.539713e+00
3.230000e-01	7.517535e+00
3.240000e-01	7.495358e+00
3.250000e-01	7.473181e+00
3.260000e-01	7.451004e+00
3.270000e-01	7.428824e+00
3.280000e-01	7.406641e+00
3.290000e-01	7.384452e+00
3.300000e-01	7.362256e+00
3.310000e-01	7.340052e+00
3.320000e-01	7.317839e+00
3.330000e-01	7.295614e+00
3.340000e-01	7.273375e+00
3.350000e-01	7.251121e+00
3.360000e-01	7.228848e+00
3.370000e-01	7.206556e+00
3.380000e-01	7.184243e+00
3.390000e-01	7.161907e+00
3.400000e-01	7.139547e+00
3.410000e-01	7.117161e+00
3.420000e-01	7.094748e+00
3.430000e-01	7.072305e+00
3.440000e-01	7.049831e+00
3.450000e-01	7.027324e+00
3.460000e-01	7.004782e+00
3.470000e-01	6.982203e+00
3.480000e-01	6.959586e+00
3.490000e-01	6.936929e+00
3.500000e-01	6.914232e+00
3.510000e-01	6.891492e+00
3.520000e-01	6.868710e+00
3.530000e-01	6.845883e+00
3.540000e-01	6.823012e+00
3.550000e-01	6.800094e+00
3.560000e-01	6.777128e+00
3.570000e-01	6.754109e+00
3.580000e-01	6.731038e+00
3.590000e-01	6.707912e+00
3.600000e-01	6.684731e+00
3.610000e-01	6.661492e+00
3.620000e-01	6.638196e+00
3.630000e-01	6.614841e+00
3.640000e-01	6.591426e+00
3.650000e-01	6.567950e+00
3.660000e-01	6.544413e+00
3.670000e-01	6.520814e+00
3.680000e-01	6.497153e+00
3.690000e-01	6.473428e+00
3.700000e-01	6.449639e+00
3.710000e-01	6.425785e+00
3.720000e-01	6.401866e+00
3.730000e-01	6.377882e+00
3.740000e-01	6.353831e+00
3.750000e-01	6.329713e+00
3.760000e-01	6.305526e+00
3.770000e-01	6.281268e+00
3.780000e-01	6.256938e+00
3.790000e-01	6.232537e+00
3.800000e-01	6.208062e+00
3.810000e-01	6.183515e+00
3.820000e-01	6.158894e+00
3.830000e-01	6.134200e+00
3.840000e-01	6.109433e+00
3.850000e-01	6.084591e+00
3.860000e-01	6.059675e+00
3.870000e-01	6.034685e+00
3.880000e-01	6.009621e+00
3.890000e-01	5.984482e+00
3.900000e-01	5.959269e+00
3.910000e-01	5.933982e+00
3.920000e-01	5.908621e+00
3.930000e-01	5.883186e+00
3.940000e-01	5.857677e+00
3.942994e-01	5.850026e+00
3.950000e-01	5.832095e+00
3.960000e-01	5.806439e+00
3.970000e-01	5.780710e+00
3.980000e-01	5.754907e+00
3.986242e-01	5.738767e+00
3.990000e-01	5.729069e+00
3.992506e-01	5.722586e+00
3.998741e-01	5.706436e+00
4.000000e-01	5.703172e+00


