"     ankle"

"Time      "	".JOINT_15.Ax_Ay_Az_Projection_Angles.Z"	".JOINT_14.Ax_Ay_Az_Projection_Angles.Z"
0.000000e+00	0.000000e+00	1.193196e-13
5.000000e-04	-6.825995e-07	2.190251e-04
1.000000e-03	-5.968495e-06	5.078994e-04
1.500000e-03	-2.429398e-05	3.382019e-04
2.000000e-03	-7.095921e-05	-7.451968e-04
2.500000e-03	-1.701212e-04	-3.076801e-03
3.000000e-03	-3.552311e-04	-6.839973e-03
3.500000e-03	-6.678751e-04	-1.205886e-02
4.000000e-03	-1.155527e-03	-1.861181e-02
4.500000e-03	-1.869102e-03	-2.626062e-02
5.000000e-03	-2.860882e-03	-3.468723e-02
5.500000e-03	-4.183032e-03	-4.352964e-02
6.000000e-03	-5.886652e-03	-5.240863e-02
6.500000e-03	-8.019734e-03	-6.095297e-02
7.000000e-03	-1.062224e-02	-6.881992e-02
7.500000e-03	-1.370243e-02	-7.574559e-02
8.000000e-03	-1.720363e-02	-8.161042e-02
8.500000e-03	-2.099715e-02	-8.645856e-02
9.000000e-03	-2.490901e-02	-9.045659e-02
9.500000e-03	-2.876916e-02	-9.381099e-02
1.000000e-02	-3.246160e-02	-9.668024e-02
1.050000e-02	-3.595402e-02	-9.911908e-02
1.100000e-02	-3.929730e-02	-1.010771e-01
1.150000e-02	-4.259775e-02	-1.024550e-01
1.200000e-02	-4.597067e-02	-1.031803e-01
1.250000e-02	-4.949220e-02	-1.032603e-01
1.300000e-02	-5.316945e-02	-1.027857e-01
1.350000e-02	-5.694033e-02	-1.018832e-01
1.400000e-02	-6.070208e-02	-1.006413e-01
1.450000e-02	-6.435946e-02	-9.905048e-02
1.500000e-02	-6.790239e-02	-9.704365e-02
1.550000e-02	-7.141145e-02	-9.449230e-02
1.600000e-02	-7.502039e-02	-9.122226e-02
1.650000e-02	-7.887790e-02	-8.708703e-02
1.700000e-02	-8.310772e-02	-8.203676e-02
1.750000e-02	-8.778391e-02	-7.615424e-02
1.800000e-02	-9.293101e-02	-6.964416e-02
1.850000e-02	-9.854727e-02	-6.278229e-02
1.900000e-02	-1.046394e-01	-5.584748e-02
1.950000e-02	-1.112514e-01	-4.906913e-02
2.000000e-02	-1.184136e-01	-4.271902e-02
2.050000e-02	-1.260988e-01	-3.718521e-02
2.100000e-02	-1.342807e-01	-3.284640e-02
2.150000e-02	-1.429397e-01	-3.003116e-02
2.200000e-02	-1.520645e-01	-2.898551e-02
2.250000e-02	-1.616500e-01	-2.984857e-02
2.300000e-02	-1.716947e-01	-3.264232e-02
2.350000e-02	-1.821975e-01	-3.727668e-02
2.400000e-02	-1.931571e-01	-4.356755e-02
2.450000e-02	-2.045723e-01	-5.126192e-02
2.500000e-02	-2.164453e-01	-6.006523e-02
2.550000e-02	-2.287853e-01	-6.966294e-02
2.600000e-02	-2.416108e-01	-7.973759e-02
2.650000e-02	-2.549497e-01	-8.998348e-02
2.700000e-02	-2.688341e-01	-1.001190e-01
2.750000e-02	-2.832822e-01	-1.099232e-01
2.800000e-02	-2.982752e-01	-1.192820e-01
2.850000e-02	-3.137530e-01	-1.282032e-01
2.900000e-02	-3.296308e-01	-1.367910e-01
2.950000e-02	-3.458297e-01	-1.451965e-01
3.000000e-02	-3.623093e-01	-1.535615e-01
3.050000e-02	-3.790864e-01	-1.619819e-01
3.100000e-02	-3.962337e-01	-1.705025e-01
3.150000e-02	-4.138573e-01	-1.791432e-01
3.200000e-02	-4.320649e-01	-1.879404e-01
3.250000e-02	-4.509356e-01	-1.969831e-01
3.300000e-02	-4.705048e-01	-2.064226e-01
3.350000e-02	-4.907689e-01	-2.164559e-01
3.400000e-02	-5.117071e-01	-2.272784e-01
3.450000e-02	-5.333093e-01	-2.390308e-01
3.500000e-02	-5.555968e-01	-2.517728e-01
3.550000e-02	-5.786282e-01	-2.654768e-01
3.600000e-02	-6.024890e-01	-2.800515e-01
3.650000e-02	-6.272689e-01	-2.953857e-01
3.700000e-02	-6.530356e-01	-3.113922e-01
3.750000e-02	-6.798175e-01	-3.280348e-01
3.800000e-02	-7.076004e-01	-3.453278e-01
3.850000e-02	-7.363398e-01	-3.633107e-01
3.900000e-02	-7.659795e-01	-3.820128e-01
3.950000e-02	-7.964761e-01	-4.014211e-01
4.000000e-02	-8.278072e-01	-4.214616e-01
4.050000e-02	-8.599729e-01	-4.420240e-01
4.100000e-02	-8.929815e-01	-4.629777e-01
