"     ankle"

"Time      "	".JOINT_15.Ax_Ay_Az_Projection_Angles.Z"	".JOINT_14.Ax_Ay_Az_Projection_Angles.Z"
0.000000e+00	0.000000e+00	1.193196e-13
5.000000e-04	1.119139e-05	2.994238e-04
1.000000e-03	8.868376e-05	1.116792e-03
1.500000e-03	2.997157e-04	2.320769e-03
2.000000e-03	7.046400e-04	3.780355e-03
2.500000e-03	1.345289e-03	5.383091e-03
3.000000e-03	2.237666e-03	7.048323e-03
3.500000e-03	3.372082e-03	8.733759e-03
4.000000e-03	4.721800e-03	1.043546e-02
4.500000e-03	6.255139e-03	1.218170e-02
5.000000e-03	7.944987e-03	1.402278e-02
5.500000e-03	9.771888e-03	1.602033e-02
6.000000e-03	1.171991e-02	1.823895e-02
6.500000e-03	1.376772e-02	2.074147e-02
7.000000e-03	1.587944e-02	2.358699e-02
7.500000e-03	1.800005e-02	2.682996e-02
8.000000e-03	2.005813e-02	3.051838e-02
8.500000e-03	2.197507e-02	3.468995e-02
9.000000e-03	2.367900e-02	3.936603e-02
9.500000e-03	2.511967e-02	4.454223e-02
1.000000e-02	2.628269e-02	5.017296e-02
1.050000e-02	2.719242e-02	5.616714e-02
1.100000e-02	2.789882e-02	6.240514e-02
1.150000e-02	2.845454e-02	6.877107e-02
1.200000e-02	2.889237e-02	7.518710e-02
1.250000e-02	2.921317e-02	8.163573e-02
1.300000e-02	2.938928e-02	8.816102e-02
1.350000e-02	2.938157e-02	9.484906e-02
1.400000e-02	2.916217e-02	1.017966e-01
1.450000e-02	2.873275e-02	1.090815e-01
1.500000e-02	2.812992e-02	1.167460e-01
1.550000e-02	2.741538e-02	1.247997e-01
1.600000e-02	2.665489e-02	1.332367e-01
1.650000e-02	2.589500e-02	1.420583e-01
1.700000e-02	2.514761e-02	1.512872e-01
1.750000e-02	2.440963e-02	1.609297e-01
1.800000e-02	2.369390e-02	1.709279e-01
1.850000e-02	2.301616e-02	1.811984e-01
1.900000e-02	2.240022e-02	1.916400e-01
1.950000e-02	2.188135e-02	2.021404e-01
2.000000e-02	2.150358e-02	2.125848e-01
2.050000e-02	2.131193e-02	2.228673e-01
2.100000e-02	2.134276e-02	2.329010e-01
2.150000e-02	2.161608e-02	2.426256e-01
2.200000e-02	2.213285e-02	2.520115e-01
2.250000e-02	2.287827e-02	2.610596e-01
2.300000e-02	2.382955e-02	2.697980e-01
2.350000e-02	2.496496e-02	2.782771e-01
2.400000e-02	2.627040e-02	2.865640e-01
2.450000e-02	2.774121e-02	2.947383e-01
2.500000e-02	2.937790e-02	3.028863e-01
2.550000e-02	3.117469e-02	3.110891e-01
2.600000e-02	3.310828e-02	3.194099e-01
2.650000e-02	3.513436e-02	3.278900e-01
2.700000e-02	3.719352e-02	3.365517e-01
2.750000e-02	3.922526e-02	3.454051e-01
2.800000e-02	4.118625e-02	3.544521e-01
2.850000e-02	4.306579e-02	3.636837e-01
2.900000e-02	4.488904e-02	3.730793e-01
2.950000e-02	4.670519e-02	3.826102e-01
3.000000e-02	4.856596e-02	3.922461e-01
3.050000e-02	5.050352e-02	4.019609e-01
3.100000e-02	5.251700e-02	4.117351e-01
3.150000e-02	5.457304e-02	4.215539e-01
3.200000e-02	5.662139e-02	4.313990e-01
3.250000e-02	5.863507e-02	4.412065e-01
3.300000e-02	6.061489e-02	4.508960e-01
3.350000e-02	6.258100e-02	4.604091e-01
3.400000e-02	6.457629e-02	4.697032e-01
3.450000e-02	6.664692e-02	4.787350e-01
3.500000e-02	6.882110e-02	4.874365e-01
3.550000e-02	7.112354e-02	4.957549e-01
3.600000e-02	7.357644e-02	5.036600e-01
3.650000e-02	7.619471e-02	5.111334e-01
3.700000e-02	7.899056e-02	5.181668e-01
3.750000e-02	8.197814e-02	5.247583e-01
3.800000e-02	8.517413e-02	5.309031e-01
3.850000e-02	8.859629e-02	5.365877e-01
3.900000e-02	9.226075e-02	5.417883e-01
3.950000e-02	9.617897e-02	5.464746e-01
4.000000e-02	1.003560e-01	5.506165e-01
4.050000e-02	1.047904e-01	5.541910e-01
4.100000e-02	1.094764e-01	5.571847e-01
4.150000e-02	1.144067e-01	5.595935e-01
4.200000e-02	1.195754e-01	5.614175e-01
4.250000e-02	1.249798e-01	5.626547e-01
4.300000e-02	1.306201e-01	5.632959e-01
4.350000e-02	1.364974e-01	5.633240e-01
4.400000e-02	1.426113e-01	5.627163e-01
4.450000e-02	1.489576e-01	5.614516e-01
4.500000e-02	1.555276e-01	5.595167e-01
4.550000e-02	1.623091e-01	5.569115e-01
4.600000e-02	1.692888e-01	5.536503e-01
4.650000e-02	1.764555e-01	5.497581e-01
4.700000e-02	1.838018e-01	5.452658e-01
4.750000e-02	1.913245e-01	5.402030e-01
4.800000e-02	1.990244e-01	5.345941e-01
4.850000e-02	2.069033e-01	5.284566e-01
4.900000e-02	2.149619e-01	5.218033e-01
4.950000e-02	2.231988e-01	5.146455e-01
5.000000e-02	2.316101e-01	5.069963e-01
5.050000e-02	2.401916e-01	4.988721e-01
5.100000e-02	2.489404e-01	4.902904e-01
5.150000e-02	2.578580e-01	4.812663e-01
5.200000e-02	2.669503e-01	4.718070e-01
5.250000e-02	2.762280e-01	4.619089e-01
5.300000e-02	2.857041e-01	4.515560e-01
5.350000e-02	2.953917e-01	4.407230e-01
5.400000e-02	3.053015e-01	4.293788e-01
5.450000e-02	3.154409e-01	4.174948e-01
5.500000e-02	3.258150e-01	4.050473e-01
5.550000e-02	3.364282e-01	3.920196e-01
5.600000e-02	3.472857e-01	3.784047e-01
5.650000e-02	3.583945e-01	3.642005e-01
5.700000e-02	3.697628e-01	3.494087e-01
5.750000e-02	3.813993e-01	3.340339e-01
5.800000e-02	3.933106e-01	3.180838e-01
5.850000e-02	4.054996e-01	3.015727e-01
5.900000e-02	4.179670e-01	2.845244e-01
5.950000e-02	4.307501e-01	2.670084e-01
6.000000e-02	4.439099e-01	2.491262e-01
6.050000e-02	4.575042e-01	2.309872e-01
6.100000e-02	4.715892e-01	2.127030e-01
6.150000e-02	4.862197e-01	1.943837e-01
6.200000e-02	5.014494e-01	1.761335e-01
6.250000e-02	5.173274e-01	1.580487e-01
6.300000e-02	5.338950e-01	1.402165e-01
6.350000e-02	5.511818e-01	1.227147e-01
6.400000e-02	5.692037e-01	1.056126e-01
6.450000e-02	5.879629e-01	8.897068e-02
6.500000e-02	6.074495e-01	7.284197e-02
6.550000e-02	6.276458e-01	5.727220e-02
6.600000e-02	6.485274e-01	4.229740e-02
6.650000e-02	6.700647e-01	2.794331e-02
6.700000e-02	6.922224e-01	1.422656e-02
6.750000e-02	7.149578e-01	1.157571e-03
6.800000e-02	7.382197e-01	-1.125703e-02
6.850000e-02	7.619481e-01	-2.301251e-02
6.900000e-02	7.860742e-01	-3.410485e-02
6.950000e-02	8.105221e-01	-4.453102e-02
7.000000e-02	8.352107e-01	-5.429055e-02
7.050000e-02	8.600567e-01	-6.338765e-02
7.100000e-02	8.849755e-01	-7.183339e-02
