" chongzhi1"

"Time      "	".JOINT_qianhou.Element_Force.Y"
4.150000e-02	4.149911e+01
4.200000e-02	4.150182e+01
4.250000e-02	4.150445e+01
4.300000e-02	4.150700e+01
4.350000e-02	4.150948e+01
4.400000e-02	4.151189e+01
4.450000e-02	4.151446e+01
4.500000e-02	4.151667e+01
4.550000e-02	4.151907e+01
4.600000e-02	4.152144e+01
4.650000e-02	4.152365e+01
4.700000e-02	4.152585e+01
4.750000e-02	4.152802e+01
4.800000e-02	4.153015e+01
4.850000e-02	4.153226e+01
4.900000e-02	4.153433e+01
4.950000e-02	4.153637e+01
5.000000e-02	4.153839e+01
5.050000e-02	4.154039e+01
5.100000e-02	4.154239e+01
5.150000e-02	4.154438e+01
5.200000e-02	4.154639e+01
5.250000e-02	4.154841e+01
5.300000e-02	4.155044e+01
5.350000e-02	4.155250e+01
5.400000e-02	4.155457e+01
5.450000e-02	4.155665e+01
5.500000e-02	4.155874e+01
5.550000e-02	4.156083e+01
5.600000e-02	4.156292e+01
5.650000e-02	4.156502e+01
5.700000e-02	4.156711e+01
5.750000e-02	4.156921e+01
5.800000e-02	4.157132e+01
5.850000e-02	4.157344e+01
5.900000e-02	4.157558e+01
5.950000e-02	4.157772e+01
6.000000e-02	4.157988e+01
6.050000e-02	4.158204e+01
6.100000e-02	4.158420e+01
6.150000e-02	4.158635e+01
6.200000e-02	4.158849e+01
6.250000e-02	4.159060e+01
6.300000e-02	4.159268e+01
6.350000e-02	4.159473e+01
6.400000e-02	4.159674e+01
6.450000e-02	4.159874e+01
6.500000e-02	4.160071e+01
6.550000e-02	4.160268e+01
6.600000e-02	4.160451e+01
6.650000e-02	4.160644e+01
6.700000e-02	4.160838e+01
6.750000e-02	4.161025e+01
6.800000e-02	4.161211e+01
6.850000e-02	4.161395e+01
6.900000e-02	4.161574e+01
6.950000e-02	4.161743e+01
7.000000e-02	4.161915e+01
7.050000e-02	4.162087e+01
7.100000e-02	4.162255e+01
7.150000e-02	4.162422e+01
7.200000e-02	4.162585e+01
7.250000e-02	4.162747e+01
7.300000e-02	4.162907e+01
7.350000e-02	4.163066e+01
7.400000e-02	4.163221e+01
7.450000e-02	4.163374e+01
7.500000e-02	4.163523e+01
7.550000e-02	4.163669e+01
7.600000e-02	4.163810e+01
7.650000e-02	4.163948e+01
7.700000e-02	4.164083e+01
7.750000e-02	4.164214e+01
7.800000e-02	4.164359e+01
7.850000e-02	4.164477e+01
7.900000e-02	4.164612e+01
7.950000e-02	4.164746e+01
8.000000e-02	4.164867e+01
8.050000e-02	4.164988e+01
8.100000e-02	4.165108e+01
8.150000e-02	4.165224e+01
8.200000e-02	4.165338e+01
8.250000e-02	4.165450e+01
8.300000e-02	4.165560e+01
8.350000e-02	4.165668e+01
8.400000e-02	4.165775e+01
8.450000e-02	4.165881e+01
8.500000e-02	4.165987e+01
8.550000e-02	4.166093e+01
8.600000e-02	4.166199e+01
8.650000e-02	4.166305e+01
8.700000e-02	4.166411e+01
8.750000e-02	4.166516e+01
8.800000e-02	4.166621e+01
8.850000e-02	4.166726e+01
8.900000e-02	4.166830e+01
8.950000e-02	4.166936e+01
9.000000e-02	4.167041e+01
9.050000e-02	4.167148e+01
9.100000e-02	4.167257e+01
9.150000e-02	4.167368e+01
9.200000e-02	4.167481e+01
9.250000e-02	4.167596e+01
9.300000e-02	4.167713e+01
9.350000e-02	4.167832e+01
9.400000e-02	4.167952e+01
9.450000e-02	4.168073e+01
9.500000e-02	4.168195e+01
9.550000e-02	4.168318e+01
9.600000e-02	4.168443e+01
9.650000e-02	4.168569e+01
9.700000e-02	4.168696e+01
9.750000e-02	4.168825e+01
9.800000e-02	4.168954e+01
9.850000e-02	4.169077e+01
9.900000e-02	4.169203e+01
9.950000e-02	4.169338e+01
1.000000e-01	4.169476e+01
1.005000e-01	4.169593e+01
1.010000e-01	4.169710e+01
1.015000e-01	4.169836e+01
1.020000e-01	4.169950e+01
1.025000e-01	4.170066e+01
1.030000e-01	4.170178e+01
1.031265e-01	2.548799e+03
1.032567e-01	2.859454e+03
1.033851e-01	3.047644e+03
1.035000e-01	3.047945e+03
1.040000e-01	3.002102e+03
1.045000e-01	2.953364e+03
1.050000e-01	2.904666e+03
1.055000e-01	2.849920e+03
1.060000e-01	2.807689e+03
1.065000e-01	2.763638e+03
1.070000e-01	2.713853e+03
1.075000e-01	2.672199e+03
1.080000e-01	2.629018e+03
1.085000e-01	2.584430e+03
1.090000e-01	2.548306e+03
1.095000e-01	2.511005e+03
1.100000e-01	2.472072e+03
1.101377e-01	2.467068e+03
1.105000e-01	2.434687e+03
1.110000e-01	2.398357e+03
1.115000e-01	2.361861e+03
1.120000e-01	2.328826e+03
1.125000e-01	2.297479e+03
1.130000e-01	2.265663e+03
1.135000e-01	2.233514e+03
1.140000e-01	2.201667e+03
1.145000e-01	2.172288e+03
1.150000e-01	2.143959e+03
1.155000e-01	2.114698e+03
1.160000e-01	2.087839e+03
1.165000e-01	2.063096e+03
1.170000e-01	2.035241e+03
1.175000e-01	2.007042e+03
1.180000e-01	1.984068e+03
1.185000e-01	1.960948e+03
1.190000e-01	1.934095e+03
1.195000e-01	1.910844e+03
1.200000e-01	1.891824e+03
1.205000e-01	1.868515e+03
1.210000e-01	1.842678e+03
1.215000e-01	1.822888e+03
1.220000e-01	1.805135e+03
1.225000e-01	1.781957e+03
1.230000e-01	1.758753e+03
1.235000e-01	1.743360e+03
1.240000e-01	1.725952e+03
1.243116e-01	1.712818e+03
1.245000e-01	1.703594e+03
1.250000e-01	1.682763e+03
1.255000e-01	1.668093e+03
1.260000e-01	1.652170e+03
1.265000e-01	1.631279e+03
1.270000e-01	1.612338e+03
1.275000e-01	1.598823e+03
1.280000e-01	1.584235e+03
1.285000e-01	1.565257e+03
1.290000e-01	1.547692e+03
1.295000e-01	1.534699e+03
1.300000e-01	1.521073e+03
1.305000e-01	1.503650e+03
1.310000e-01	1.486848e+03
1.315000e-01	1.474068e+03
1.320000e-01	1.461843e+03
1.325000e-01	1.446922e+03
1.330000e-01	1.431544e+03
1.335000e-01	1.418843e+03
1.340000e-01	1.406992e+03
1.345000e-01	1.393624e+03
1.350000e-01	1.379139e+03
1.355000e-01	1.366145e+03
1.360000e-01	1.354623e+03
1.365000e-01	1.342979e+03
1.370000e-01	1.330861e+03
1.375000e-01	1.318908e+03
1.380000e-01	1.307380e+03
1.385000e-01	1.295920e+03
1.390000e-01	1.284603e+03
1.395000e-01	1.273369e+03
1.400000e-01	1.261959e+03
1.405000e-01	1.250545e+03
1.410000e-01	1.240178e+03
1.415000e-01	1.231018e+03
1.420000e-01	1.221523e+03
1.425000e-01	1.210573e+03
1.430000e-01	1.199457e+03
1.435000e-01	1.189860e+03
1.440000e-01	1.181372e+03
1.445000e-01	1.171656e+03
1.450000e-01	1.160492e+03
1.455000e-01	1.150335e+03
1.460000e-01	1.142647e+03
1.465000e-01	1.135867e+03
1.470000e-01	1.126826e+03
1.475000e-01	1.115959e+03
1.480000e-01	1.106373e+03
1.485000e-01	1.099294e+03
1.490000e-01	1.092377e+03
1.495000e-01	1.083014e+03
1.500000e-01	1.072519e+03
1.505000e-01	1.064069e+03
1.510000e-01	1.058253e+03
1.515000e-01	1.052258e+03
1.520000e-01	1.044260e+03
1.525000e-01	1.034333e+03
1.530000e-01	1.025749e+03
1.535000e-01	1.019726e+03
1.540000e-01	1.013978e+03
1.545000e-01	1.006087e+03
1.550000e-01	9.966733e+02
1.555000e-01	9.886467e+02
1.560000e-01	9.831767e+02
1.565000e-01	9.782271e+02
1.570000e-01	9.720707e+02
1.575000e-01	9.636508e+02
1.580000e-01	9.555917e+02
1.585000e-01	9.495248e+02
1.590000e-01	9.444445e+02
1.595000e-01	9.383866e+02
1.600000e-01	9.308705e+02
1.605000e-01	9.233109e+02
1.610000e-01	9.172973e+02
1.615000e-01	9.125725e+02
1.620000e-01	9.078614e+02
1.625000e-01	9.014362e+02
1.630000e-01	8.951031e+02
1.635000e-01	8.887439e+02
1.640000e-01	8.832703e+02
1.645000e-01	8.781340e+02
1.650000e-01	8.726532e+02
1.655000e-01	8.666495e+02
1.660000e-01	8.610006e+02
1.665000e-01	8.556520e+02
1.670000e-01	8.504933e+02
1.675000e-01	8.454293e+02
1.680000e-01	8.405398e+02
1.685000e-01	8.358011e+02
1.690000e-01	8.309142e+02
1.695000e-01	8.255822e+02
1.700000e-01	8.199693e+02
1.705000e-01	8.147236e+02
1.710000e-01	8.103318e+02
1.715000e-01	8.064937e+02
1.720000e-01	8.023222e+02
1.725000e-01	7.972723e+02
1.730000e-01	7.919085e+02
1.735000e-01	7.874286e+02
1.740000e-01	7.843548e+02
1.745000e-01	7.815692e+02
1.750000e-01	7.777896e+02
1.755000e-01	7.727238e+02
1.760000e-01	7.674316e+02
1.765000e-01	7.633100e+02
1.770000e-01	7.606603e+02
1.775000e-01	7.588688e+02
1.780000e-01	7.561559e+02
1.785000e-01	7.523689e+02
1.790000e-01	7.486239e+02
1.795000e-01	7.462886e+02
1.800000e-01	7.457096e+02
1.805000e-01	7.463974e+02
1.810000e-01	7.469180e+02
1.815000e-01	7.483984e+02
1.820000e-01	7.521834e+02
1.825000e-01	7.621824e+02
1.830000e-01	7.818707e+02
1.835000e-01	8.220445e+02
1.837892e-01	7.102461e+03
1.840000e-01	1.757390e+03
1.841318e-01	1.302889e+04
1.842569e-01	4.644211e+04
1.843831e-01	1.914286e+03
1.845000e-01	3.495763e+02
1.846261e-01	2.619458e+02
1.847574e-01	1.915622e+02
1.848922e-01	1.363041e+02
1.850000e-01	1.016469e+02
1.855000e-01	1.035934e+01
1.860000e-01	-3.591720e-01
1.865000e-01	-3.726544e-01
1.870000e-01	-3.913042e-01
1.871315e-01	-8.894068e+01
1.872578e-01	4.267939e+01
1.875000e-01	4.977865e+01
1.880000e-01	6.075258e+01
1.884052e-01	6.320167e+01
1.885000e-01	6.243778e+01
1.890000e-01	5.412375e+01
1.895000e-01	4.144804e+01
1.900000e-01	2.912930e+01
1.901598e-01	2.571279e+01
1.905000e-01	1.904222e+01
1.910000e-01	1.153042e+01
1.915000e-01	6.210355e+00
1.918317e-01	3.683417e+00
1.920000e-01	2.622151e+00
1.925000e-01	1.280284e-01
1.930000e-01	-1.447751e+00
1.935000e-01	-2.430492e+00
1.940000e-01	-3.001431e+00
1.945000e-01	-3.313062e+00
1.949002e-01	-3.207605e+00
1.950000e-01	-3.283681e+00
1.955000e-01	-3.237005e+00
1.960000e-01	-3.039534e+00
1.965000e-01	-2.740981e+00
1.970000e-01	-2.367481e+00
1.975000e-01	-1.901985e+00
1.976426e-01	-1.877814e+00
1.978092e-01	-1.532724e+00
1.980000e-01	-1.325661e+00
1.981682e-01	-1.200230e+00
1.985000e-01	-8.066058e-01
1.990000e-01	-1.795571e-01
1.995000e-01	5.100588e-01
2.000000e-01	1.270073e+00
2.005000e-01	2.102087e+00
2.008701e-01	3.149903e+00
2.010000e-01	3.214493e+00
2.012599e-01	3.374605e+00
2.015000e-01	4.014597e+00
2.020000e-01	4.981889e+00
2.025000e-01	6.063603e+00
2.030000e-01	7.208283e+00
2.035000e-01	8.398004e+00
2.040000e-01	9.613864e+00
2.045000e-01	1.083097e+01
2.050000e-01	1.201589e+01
2.055000e-01	1.313421e+01
2.060000e-01	1.413533e+01
2.065000e-01	1.499670e+01
2.070000e-01	1.564051e+01
2.075000e-01	1.610525e+01
2.080000e-01	1.628483e+01
2.085000e-01	1.623581e+01
2.090000e-01	1.594753e+01
2.095000e-01	1.543636e+01
2.100000e-01	1.473832e+01
2.105000e-01	1.389159e+01
2.110000e-01	1.294326e+01
2.115000e-01	1.192719e+01
2.120000e-01	1.090361e+01
2.125000e-01	9.872525e+00
2.130000e-01	8.891482e+00
2.135000e-01	7.963567e+00
2.140000e-01	7.129312e+00
2.145000e-01	6.342247e+00
2.150000e-01	5.690824e+00
2.155000e-01	5.126951e+00
2.160000e-01	4.668299e+00
2.165000e-01	4.209734e+00
2.170000e-01	3.410594e+00
2.175000e-01	2.908669e+00
2.180000e-01	2.871053e+00
2.185000e-01	2.532311e+00
2.190000e-01	1.553171e+00
2.195000e-01	1.503936e+00
2.200000e-01	1.499616e+00
2.205000e-01	1.511121e+00
2.210000e-01	1.547382e+00
2.215000e-01	1.604280e+00
2.220000e-01	1.678184e+00
2.225000e-01	1.764540e+00
2.230000e-01	1.860057e+00
2.235000e-01	1.961481e+00
2.240000e-01	2.065739e+00
2.245000e-01	2.169814e+00
2.250000e-01	2.270820e+00
2.255000e-01	2.365923e+00
2.260000e-01	2.452249e+00
2.265000e-01	2.526924e+00
2.270000e-01	2.579845e+00
2.275000e-01	2.630836e+00
2.280000e-01	2.653227e+00
2.285000e-01	2.660300e+00
2.290000e-01	2.644306e+00
2.295000e-01	2.606764e+00
2.300000e-01	2.544397e+00
2.305000e-01	2.457728e+00
2.310000e-01	2.345979e+00
2.315000e-01	2.209944e+00
2.320000e-01	2.050315e+00
2.325000e-01	1.868651e+00
2.330000e-01	1.666777e+00
2.335000e-01	1.447089e+00
2.340000e-01	1.212253e+00
2.345000e-01	9.651762e-01
2.350000e-01	7.160163e-01
2.355000e-01	4.522628e-01
2.360000e-01	1.873475e-01
2.365000e-01	-6.935096e-02
2.370000e-01	-3.310210e-01
2.375000e-01	-5.910610e-01
2.380000e-01	-8.460303e-01
2.385000e-01	-1.094772e+00
2.390000e-01	-1.335904e+00
2.395000e-01	-1.568645e+00
2.400000e-01	-1.792277e+00
2.405000e-01	-2.006357e+00
2.410000e-01	-2.210595e+00
2.415000e-01	-2.404874e+00
2.420000e-01	-2.589171e+00
2.425000e-01	-2.763562e+00
2.430000e-01	-2.928183e+00
2.435000e-01	-3.083241e+00
2.440000e-01	-3.228942e+00
2.445000e-01	-3.365562e+00
2.450000e-01	-3.493379e+00
2.455000e-01	-3.612732e+00
2.460000e-01	-3.723966e+00
2.465000e-01	-3.827475e+00
2.470000e-01	-3.923681e+00
2.475000e-01	-4.013040e+00
2.480000e-01	-4.096007e+00
2.485000e-01	-4.173089e+00
2.490000e-01	-4.244864e+00
2.495000e-01	-4.311867e+00
2.500000e-01	-4.374585e+00
2.505000e-01	-4.433463e+00
2.510000e-01	-4.488943e+00
2.515000e-01	-4.540572e+00
2.520000e-01	-4.589677e+00
2.525000e-01	-4.636452e+00
2.530000e-01	-4.679351e+00
2.535000e-01	-4.722112e+00
2.540000e-01	-4.763914e+00
2.545000e-01	-4.804929e+00
2.550000e-01	-4.845341e+00
2.555000e-01	-4.885522e+00
2.560000e-01	-4.925701e+00
2.565000e-01	-4.966118e+00
2.570000e-01	-5.006980e+00
2.575000e-01	-5.048483e+00
2.580000e-01	-5.090791e+00
2.585000e-01	-5.126261e+00
2.590000e-01	-5.161389e+00
2.595000e-01	-5.197531e+00
2.600000e-01	-5.234666e+00
2.605000e-01	-5.272871e+00
2.610000e-01	-5.312136e+00
2.615000e-01	-5.352436e+00
2.620000e-01	-5.393709e+00
2.625000e-01	-5.558658e+00
2.630000e-01	-5.609512e+00
2.635000e-01	-5.654463e+00
2.640000e-01	-5.702050e+00
2.645000e-01	-5.750644e+00
2.650000e-01	-5.799668e+00
2.655000e-01	-5.849344e+00
2.658504e-01	-5.879923e+00
2.660000e-01	-5.901749e+00
2.665000e-01	-5.950065e+00
2.670000e-01	-5.997231e+00
2.671771e-01	-6.014573e+00
2.675000e-01	-6.050456e+00
2.677358e-01	-4.309277e+00
2.679476e-01	-6.094629e+00
2.680000e-01	-3.465894e+01
2.681266e-01	-6.095382e+00
2.682786e-01	-6.156727e+00
2.684581e-01	-6.098789e+00
2.685000e-01	-6.109204e+00
2.690000e-01	-6.116453e+00
2.695000e-01	-6.115545e+00
2.700000e-01	-6.114337e+00
2.705000e-01	-6.114296e+00
2.710000e-01	-6.114398e+00
2.715000e-01	-6.114728e+00
2.720000e-01	-6.115625e+00
2.725000e-01	-6.116926e+00
2.730000e-01	-6.118677e+00
2.735000e-01	-6.120770e+00
2.740000e-01	-6.123273e+00
2.745000e-01	-6.126108e+00
2.750000e-01	-6.129344e+00
2.755000e-01	-6.132902e+00
2.760000e-01	-6.136818e+00
2.765000e-01	-6.141085e+00
2.770000e-01	-6.145670e+00
2.775000e-01	-6.150520e+00
2.780000e-01	-6.155694e+00
2.785000e-01	-6.161175e+00
2.790000e-01	-6.166908e+00
2.795000e-01	-6.172918e+00
2.800000e-01	-6.179204e+00
2.805000e-01	-6.185735e+00
2.810000e-01	-6.192481e+00
2.815000e-01	-6.199533e+00
2.820000e-01	-6.206700e+00
2.825000e-01	-6.214192e+00
2.830000e-01	-6.221806e+00
2.835000e-01	-6.229634e+00
2.840000e-01	-6.237614e+00
2.845000e-01	-6.245760e+00
2.850000e-01	-6.254079e+00
2.855000e-01	-6.261604e+00
2.860000e-01	-6.269648e+00
2.865000e-01	-6.279892e+00
2.870000e-01	-6.289180e+00
2.875000e-01	-6.298290e+00
2.880000e-01	-6.307458e+00
2.885000e-01	-6.316719e+00
2.890000e-01	-6.326066e+00
2.895000e-01	-6.335507e+00
2.900000e-01	-6.345043e+00
2.905000e-01	-6.354632e+00
2.910000e-01	-6.364387e+00
2.915000e-01	-6.373874e+00
2.920000e-01	-6.383753e+00
2.925000e-01	-6.392034e+00
2.930000e-01	-6.403193e+00
2.935000e-01	-6.412724e+00
2.940000e-01	-6.422949e+00
2.945000e-01	-6.433642e+00
2.950000e-01	-6.444169e+00
2.955000e-01	-6.453791e+00
2.960000e-01	-6.464278e+00
2.965000e-01	-6.474428e+00
2.970000e-01	-6.483917e+00
2.975000e-01	-6.494847e+00
2.980000e-01	-6.504559e+00
2.985000e-01	-6.514552e+00
2.990000e-01	-6.524153e+00
2.995000e-01	-6.535014e+00
3.000000e-01	-6.544081e+00
3.005000e-01	-6.551607e+00
3.010000e-01	-6.563352e+00
3.015000e-01	-6.575802e+00
3.016946e-01	-6.559812e+00
3.018285e-01	-6.528472e+00
3.019561e-01	-6.549291e+00
3.020000e-01	-6.007843e+00
3.021324e-01	-6.587048e+00
3.025000e-01	-6.583945e+00
3.030000e-01	-6.581479e+00
3.035000e-01	-6.582020e+00
3.040000e-01	-6.581803e+00
3.045000e-01	-6.581688e+00
3.050000e-01	-6.581605e+00
3.055000e-01	-6.581354e+00
3.060000e-01	-6.581182e+00
3.065000e-01	-6.581011e+00
3.070000e-01	-6.580799e+00
3.075000e-01	-6.580605e+00
3.080000e-01	-6.580402e+00
3.085000e-01	-6.580199e+00
3.090000e-01	-6.579973e+00
3.095000e-01	-6.579741e+00
3.100000e-01	-6.579529e+00
3.105000e-01	-6.579316e+00
3.110000e-01	-6.578989e+00
3.115000e-01	-6.578754e+00
3.120000e-01	-6.579083e+00
3.125000e-01	-6.578368e+00
3.130000e-01	-6.578176e+00
3.135000e-01	-6.577964e+00
3.140000e-01	-6.577741e+00
3.145000e-01	-6.577521e+00
3.150000e-01	-6.577317e+00
3.155000e-01	-6.577097e+00
3.160000e-01	-6.576894e+00
3.165000e-01	-6.576699e+00
3.170000e-01	-6.576524e+00
3.175000e-01	-6.576320e+00
3.180000e-01	-6.576122e+00
3.185000e-01	-6.575941e+00
3.190000e-01	-6.575759e+00
3.195000e-01	-6.575587e+00
3.200000e-01	-6.575434e+00
3.205000e-01	-6.575275e+00
3.210000e-01	-6.575106e+00
3.215000e-01	-6.574950e+00
3.220000e-01	-6.574775e+00
3.225000e-01	-6.574650e+00
3.230000e-01	-6.574496e+00
3.235000e-01	-6.574409e+00
3.240000e-01	-6.574181e+00
3.245000e-01	-6.574074e+00
3.250000e-01	-6.573932e+00
3.255000e-01	-6.573852e+00
3.260000e-01	-6.573637e+00
3.265000e-01	-6.573741e+00
3.270000e-01	-6.573346e+00
3.273234e-01	-6.622036e+00
3.275000e-01	-6.575035e+00
3.280000e-01	-6.572692e+00
3.283738e-01	-6.376287e+00
3.285000e-01	-6.573644e+00
3.289092e-01	-6.572358e+00
3.290000e-01	-5.983279e+00
3.295000e-01	-3.858035e+00
3.300000e-01	-5.952485e+00
3.305000e-01	-6.298713e+00
3.310000e-01	-6.571157e+00
3.315000e-01	-6.571942e+00
3.320000e-01	-6.571689e+00
3.325000e-01	-6.571464e+00
3.330000e-01	-6.584035e+00
3.331395e-01	-6.540200e+00
3.332949e-01	-6.958689e+00
3.334220e-01	-6.606599e+00
3.335000e-01	-6.721727e+00
3.337667e-01	-6.554695e+00
3.340000e-01	-6.512058e+00
3.345000e-01	-6.481187e+00
3.350000e-01	-6.467543e+00
3.355000e-01	-6.479173e+00
3.360000e-01	-6.501256e+00
3.365000e-01	-6.519772e+00
3.366394e-01	-6.432256e+00
3.367739e-01	-6.615135e+00
3.370000e-01	-6.506604e+00
3.372718e-01	-6.562655e+00
3.375000e-01	-6.521607e+00
3.377040e-01	-6.440382e+00
3.378645e-01	-6.463676e+00
3.380000e-01	-6.510657e+00
3.385000e-01	-6.511510e+00
3.390000e-01	-6.503560e+00
3.395000e-01	-6.523730e+00
3.400000e-01	-6.508073e+00
3.401949e-01	-6.531381e+00
3.404058e-01	-6.514472e+00
3.405000e-01	-6.530634e+00
3.410000e-01	-6.539365e+00
3.415000e-01	-6.572563e+00
3.420000e-01	-6.588538e+00
3.425000e-01	-6.549299e+00
3.430000e-01	-6.537157e+00
3.433469e-01	-6.530824e+00
3.435000e-01	-6.509224e+00
3.436996e-01	-6.576246e+00
3.439290e-01	-6.348208e+00
3.440000e-01	-6.998184e+00
3.441979e-01	-6.516628e+00
3.443323e-01	-6.621476e+00
3.445000e-01	-7.361090e+00
3.447717e-01	-6.548148e+00
3.449477e-01	-6.525403e+00
3.450000e-01	-6.548292e+00
3.454002e-01	-6.580420e+00
3.455000e-01	-6.512595e+00
3.459585e-01	-6.537434e+00
3.460000e-01	-6.537834e+00
3.462333e-01	-6.344439e+00
3.464501e-01	-6.555281e+00
3.465000e-01	-6.503196e+00
3.466348e-01	-6.549698e+00
3.467822e-01	-6.738277e+00
3.469479e-01	-6.376062e+00
3.470000e-01	-6.524372e+00
3.471779e-01	-6.887593e+00
3.473419e-01	-6.428428e+00
3.474717e-01	-6.377646e+00
3.475000e-01	-6.508882e+00
3.476364e-01	-6.614444e+00
3.477762e-01	-6.564589e+00
3.479387e-01	-6.549808e+00
3.480000e-01	-6.547305e+00
3.481495e-01	-6.462347e+00
3.482778e-01	-6.743516e+00
3.484158e-01	-6.559581e+00
3.485000e-01	-6.550941e+00
3.486423e-01	-6.409710e+00
3.487798e-01	-6.649540e+00
3.489096e-01	-6.536006e+00
3.490000e-01	-6.548065e+00
3.491273e-01	-6.672245e+00
3.492646e-01	-6.543577e+00
3.494029e-01	-6.715681e+00
3.495000e-01	-6.547711e+00
3.496362e-01	-6.712758e+00
3.497621e-01	-6.348020e+00
3.499042e-01	-6.662226e+00
3.500000e-01	-6.526601e+00
3.501263e-01	-6.597244e+00
3.502707e-01	-6.568132e+00
3.503997e-01	-6.426851e+00
3.505000e-01	-6.673187e+00
3.506255e-01	-4.997653e+00
3.507511e-01	-6.896663e+00
3.508767e-01	-6.047029e+00
3.510000e-01	-6.547373e+00
3.511405e-01	-6.527850e+00
3.512714e-01	-6.898160e+00
3.513970e-01	-6.332765e+00
3.515000e-01	-6.187794e+00
3.516250e-01	-7.043070e+00
3.517507e-01	-1.006294e+01
3.518762e-01	-6.526050e+00
3.520000e-01	-6.571564e+00
3.521252e-01	-1.236108e+00
3.522506e-01	-7.593101e+00
3.523973e-01	-6.876668e+00
3.525000e-01	-6.323889e+00
3.526323e-01	-6.296983e+00
3.527707e-01	-7.973486e+00
3.529005e-01	-6.610505e+00
3.530000e-01	-6.814337e+00
3.531295e-01	-6.438414e+00
3.532565e-01	-6.204023e+00
3.533824e-01	-6.715791e+00
3.535000e-01	-6.780856e+00
3.536375e-01	-6.924412e+00
3.540000e-01	-6.560787e+00
3.545000e-01	-6.555113e+00
3.550000e-01	-6.556806e+00
3.555000e-01	-6.556433e+00
3.560000e-01	-6.555621e+00
3.565000e-01	-6.555515e+00
3.570000e-01	-6.555025e+00
3.575000e-01	-6.554432e+00
3.580000e-01	-6.553943e+00
3.585000e-01	-6.553556e+00
3.590000e-01	-6.553037e+00
3.595000e-01	-6.552483e+00
3.600000e-01	-6.552004e+00
3.605000e-01	-6.551499e+00
3.610000e-01	-6.551006e+00
3.615000e-01	-6.550505e+00
3.620000e-01	-6.549953e+00
3.625000e-01	-6.549455e+00
3.630000e-01	-6.548904e+00
3.635000e-01	-6.548366e+00
3.640000e-01	-6.547838e+00
3.645000e-01	-6.547276e+00
3.650000e-01	-6.546724e+00
3.655000e-01	-6.546175e+00
3.660000e-01	-6.545616e+00
3.665000e-01	-6.545032e+00
3.670000e-01	-6.544474e+00
3.675000e-01	-6.543903e+00
3.680000e-01	-6.543305e+00
3.685000e-01	-6.542729e+00
3.690000e-01	-6.542148e+00
3.695000e-01	-6.541533e+00
3.700000e-01	-6.540939e+00
3.705000e-01	-6.540405e+00
3.710000e-01	-6.539747e+00
3.715000e-01	-6.539117e+00
3.720000e-01	-6.538496e+00
