"     ankle"

"Time      "	".JOINT_14.Ax_Ay_Az_Projection_Angles.Z"	".JOINT_15.Ax_Ay_Az_Projection_Angles.Z"
0.000000e+00	1.193196e-13	0.000000e+00
1.000000e-04	1.222002e-05	0.000000e+00
2.000000e-04	4.679691e-05	0.000000e+00
3.000000e-04	1.008001e-04	-8.949681e-08
4.000000e-04	1.714326e-04	-2.092837e-07
5.000000e-04	2.559249e-04	-4.079286e-07
6.000000e-04	3.513803e-04	-7.136635e-07
7.000000e-04	4.549139e-04	-1.158902e-06
8.000000e-04	5.636543e-04	-1.780917e-06
9.000000e-04	6.747507e-04	-2.623026e-06
1.000000e-03	7.853884e-04	-3.735197e-06
1.100000e-03	8.928022e-04	-5.174754e-06
1.200000e-03	9.942900e-04	-7.007034e-06
1.300000e-03	1.087226e-03	-9.305981e-06
1.400000e-03	1.169074e-03	-1.215471e-05
1.500000e-03	1.237400e-03	-1.564601e-05
1.600000e-03	1.289882e-03	-1.988275e-05
1.700000e-03	1.324324e-03	-2.497818e-05
1.800000e-03	1.338665e-03	-3.105626e-05
1.900000e-03	1.330989e-03	-3.825166e-05
2.000000e-03	1.299530e-03	-4.671025e-05
2.100000e-03	1.242685e-03	-5.658837e-05
2.200000e-03	1.159014e-03	-6.805339e-05
2.300000e-03	1.047244e-03	-8.128367e-05
2.400000e-03	9.062856e-04	-9.646695e-05
2.500000e-03	7.352184e-04	-1.138013e-04
2.600000e-03	5.333002e-04	-1.334947e-04
2.700000e-03	2.999654e-04	-1.557646e-04
2.800000e-03	3.482853e-05	-1.808349e-04
2.900000e-03	-2.623255e-04	-2.089383e-04
3.000000e-03	-5.915422e-04	-2.403150e-04
3.100000e-03	-9.527021e-04	-2.752114e-04
3.200000e-03	-1.345525e-03	-3.138803e-04
3.300000e-03	-1.769578e-03	-3.565795e-04
3.400000e-03	-2.224283e-03	-4.035711e-04
3.500000e-03	-2.708922e-03	-4.551215e-04
3.600000e-03	-3.222652e-03	-5.114993e-04
3.700000e-03	-3.764499e-03	-5.729783e-04
3.800000e-03	-4.333393e-03	-6.398309e-04
3.900000e-03	-4.928146e-03	-7.123346e-04
4.000000e-03	-5.547482e-03	-7.907669e-04
4.100000e-03	-6.190039e-03	-8.754072e-04
4.200000e-03	-6.854378e-03	-9.665354e-04
4.300000e-03	-7.538996e-03	-1.064432e-03
4.400000e-03	-8.242302e-03	-1.169384e-03
4.500000e-03	-8.962707e-03	-1.281668e-03
4.600000e-03	-9.698562e-03	-1.401567e-03
4.700000e-03	-1.044818e-02	-1.529363e-03
4.800000e-03	-1.120984e-02	-1.665340e-03
4.900000e-03	-1.198180e-02	-1.809783e-03
5.000000e-03	-1.276232e-02	-1.962976e-03
5.100000e-03	-1.354961e-02	-2.125208e-03
5.200000e-03	-1.434191e-02	-2.296764e-03
5.300000e-03	-1.513746e-02	-2.477930e-03
5.400000e-03	-1.593447e-02	-2.668999e-03
5.500000e-03	-1.673120e-02	-2.870253e-03
5.600000e-03	-1.752584e-02	-3.081992e-03
5.700000e-03	-1.831670e-02	-3.304495e-03
5.800000e-03	-1.910198e-02	-3.538063e-03
5.900000e-03	-1.988010e-02	-3.782961e-03
6.000000e-03	-2.064921e-02	-4.039501e-03
6.100000e-03	-2.140772e-02	-4.307953e-03
6.200000e-03	-2.215390e-02	-4.588608e-03
6.300000e-03	-2.288610e-02	-4.881744e-03
6.400000e-03	-2.360269e-02	-5.187638e-03
6.500000e-03	-2.430205e-02	-5.506557e-03
6.600000e-03	-2.498260e-02	-5.838764e-03
6.700000e-03	-2.564278e-02	-6.184513e-03
6.800000e-03	-2.628106e-02	-6.544046e-03
6.900000e-03	-2.689593e-02	-6.917591e-03
7.000000e-03	-2.748597e-02	-7.305351e-03
7.100000e-03	-2.804981e-02	-7.707493e-03
7.200000e-03	-2.858617e-02	-8.124137e-03
7.300000e-03	-2.909390e-02	-8.555349e-03
7.400000e-03	-2.957195e-02	-9.001133e-03
7.500000e-03	-3.001942e-02	-9.461422e-03
7.600000e-03	-3.043556e-02	-9.936076e-03
7.700000e-03	-3.081979e-02	-1.042487e-02
7.800000e-03	-3.117167e-02	-1.092752e-02
7.900000e-03	-3.149094e-02	-1.144362e-02
8.000000e-03	-3.177754e-02	-1.197271e-02
8.100000e-03	-3.203153e-02	-1.251426e-02
8.200000e-03	-3.225317e-02	-1.306763e-02
8.300000e-03	-3.244287e-02	-1.363214e-02
8.400000e-03	-3.260120e-02	-1.420704e-02
8.500000e-03	-3.272885e-02	-1.479151e-02
8.600000e-03	-3.282667e-02	-1.538469e-02
8.700000e-03	-3.289560e-02	-1.598569e-02
8.800000e-03	-3.293666e-02	-1.659360e-02
8.900000e-03	-3.295099e-02	-1.720747e-02
9.000000e-03	-3.293975e-02	-1.782637e-02
9.100000e-03	-3.290417e-02	-1.844937e-02
9.200000e-03	-3.284548e-02	-1.907557e-02
9.300000e-03	-3.276491e-02	-1.970408e-02
9.400000e-03	-3.266371e-02	-2.033407e-02
9.500000e-03	-3.254303e-02	-2.096478e-02
9.600000e-03	-3.240402e-02	-2.159546e-02
9.700000e-03	-3.224775e-02	-2.222549e-02
9.800000e-03	-3.207517e-02	-2.285431e-02
9.900000e-03	-3.188717e-02	-2.348144e-02
1.000000e-02	-3.168451e-02	-2.410649e-02
1.010000e-02	-3.146784e-02	-2.472917e-02
1.020000e-02	-3.123770e-02	-2.534929e-02
1.030000e-02	-3.099447e-02	-2.596675e-02
1.040000e-02	-3.073846e-02	-2.658153e-02
1.050000e-02	-3.046980e-02	-2.719372e-02
1.060000e-02	-3.018853e-02	-2.780349e-02
1.070000e-02	-2.989455e-02	-2.841110e-02
1.080000e-02	-2.958766e-02	-2.901687e-02
1.090000e-02	-2.926755e-02	-2.962120e-02
1.100000e-02	-2.893382e-02	-3.022455e-02
1.110000e-02	-2.858601e-02	-3.082741e-02
1.120000e-02	-2.822357e-02	-3.143031e-02
1.130000e-02	-2.784593e-02	-3.203383e-02
1.140000e-02	-2.745246e-02	-3.263852e-02
1.150000e-02	-2.704252e-02	-3.324496e-02
1.160000e-02	-2.661549e-02	-3.385373e-02
1.170000e-02	-2.617073e-02	-3.446537e-02
1.180000e-02	-2.570765e-02	-3.508039e-02
1.190000e-02	-2.522569e-02	-3.569927e-02
1.200000e-02	-2.472436e-02	-3.632243e-02
1.210000e-02	-2.420320e-02	-3.695025e-02
1.220000e-02	-2.366187e-02	-3.758302e-02
1.230000e-02	-2.310008e-02	-3.822098e-02
1.240000e-02	-2.251765e-02	-3.886430e-02
1.250000e-02	-2.191447e-02	-3.951306e-02
1.260000e-02	-2.129055e-02	-4.016729e-02
1.270000e-02	-2.064597e-02	-4.082691e-02
1.280000e-02	-1.998091e-02	-4.149178e-02
1.290000e-02	-1.929564e-02	-4.216172e-02
1.300000e-02	-1.859052e-02	-4.283643e-02
1.310000e-02	-1.786595e-02	-4.351561e-02
1.320000e-02	-1.712242e-02	-4.419885e-02
1.330000e-02	-1.636048e-02	-4.488576e-02
1.340000e-02	-1.558068e-02	-4.557586e-02
1.350000e-02	-1.478362e-02	-4.626867e-02
1.360000e-02	-1.396993e-02	-4.696372e-02
1.370000e-02	-1.314020e-02	-4.766049e-02
1.380000e-02	-1.229502e-02	-4.835851e-02
1.390000e-02	-1.143495e-02	-4.905730e-02
1.400000e-02	-1.056052e-02	-4.975642e-02
1.410000e-02	-9.672181e-03	-5.045549e-02
1.420000e-02	-8.770316e-03	-5.115415e-02
1.430000e-02	-7.855240e-03	-5.185212e-02
1.440000e-02	-6.927175e-03	-5.254915e-02
1.450000e-02	-5.986251e-03	-5.324511e-02
1.460000e-02	-5.032494e-03	-5.393992e-02
1.470000e-02	-4.065829e-03	-5.463358e-02
1.480000e-02	-3.086076e-03	-5.532619e-02
1.490000e-02	-2.092947e-03	-5.601793e-02
1.500000e-02	-1.086052e-03	-5.670905e-02
1.510000e-02	-6.491158e-05	-5.739992e-02
1.520000e-02	9.710449e-04	-5.809095e-02
1.530000e-02	2.022469e-03	-5.878266e-02
1.540000e-02	3.090083e-03	-5.947563e-02
1.550000e-02	4.174666e-03	-6.017050e-02
1.560000e-02	5.277047e-03	-6.086797e-02
1.570000e-02	6.398070e-03	-6.156881e-02
1.580000e-02	7.538612e-03	-6.227382e-02
1.590000e-02	8.699522e-03	-6.298379e-02
1.600000e-02	9.881667e-03	-6.369962e-02
1.610000e-02	1.108583e-02	-6.442211e-02
1.620000e-02	1.231281e-02	-6.515218e-02
1.630000e-02	1.356324e-02	-6.589061e-02
1.640000e-02	1.483748e-02	-6.663809e-02
1.650000e-02	1.613474e-02	-6.739470e-02
1.660000e-02	1.745398e-02	-6.816038e-02
1.670000e-02	1.879411e-02	-6.893506e-02
1.680000e-02	2.015398e-02	-6.971868e-02
1.690000e-02	2.153246e-02	-7.051117e-02
1.700000e-02	2.292839e-02	-7.131248e-02
