" chongzhi1"

"Time      "	"Leg_ya_huang_1.force"
0.000000e+00	3.730016e-11
1.000000e-03	1.064895e-03
2.000000e-03	2.011459e-03
3.000000e-03	2.924166e-03
4.000000e-03	3.787515e-03
5.000000e-03	4.603001e-03
6.000000e-03	5.401335e-03
7.000000e-03	6.244332e-03
8.000000e-03	7.194108e-03
9.000000e-03	8.261144e-03
1.000000e-02	9.388240e-03
1.100000e-02	1.049112e-02
1.200000e-02	1.150655e-02
1.300000e-02	1.241356e-02
1.400000e-02	1.324247e-02
1.500000e-02	1.407494e-02
1.600000e-02	1.500803e-02
1.700000e-02	1.607720e-02
1.800000e-02	1.721782e-02
1.900000e-02	1.832188e-02
2.000000e-02	1.931311e-02
2.100000e-02	2.018660e-02
2.200000e-02	2.101524e-02
2.300000e-02	2.191531e-02
2.400000e-02	2.295683e-02
2.500000e-02	2.409360e-02
2.600000e-02	2.520632e-02
2.700000e-02	2.620109e-02
2.800000e-02	2.707553e-02
2.900000e-02	2.791732e-02
3.000000e-02	2.884765e-02
3.100000e-02	2.991690e-02
3.200000e-02	3.105352e-02
3.300000e-02	3.213300e-02
3.400000e-02	3.308398e-02
3.500000e-02	3.393929e-02
3.600000e-02	3.481568e-02
3.700000e-02	3.581550e-02
3.800000e-02	3.692789e-02
3.900000e-02	3.804170e-02
4.000000e-02	3.904626e-02
4.100000e-02	3.993372e-02
4.174198e-02	4.058467e-02
4.199272e-02	1.405241e-01
4.200000e-02	1.419538e-01
4.300000e-02	3.376320e-01
4.400000e-02	5.345337e-01
4.500000e-02	7.370644e-01
4.600000e-02	9.376018e-01
4.700000e-02	1.138775e+00
4.800000e-02	1.344961e+00
4.900000e-02	1.547442e+00
5.000000e-02	1.755010e+00
5.100000e-02	1.961972e+00
5.200000e-02	2.169399e+00
5.300000e-02	2.380638e+00
5.400000e-02	2.589024e+00
5.500000e-02	2.803275e+00
5.600000e-02	3.013893e+00
5.700000e-02	3.230065e+00
5.800000e-02	3.443605e+00
5.900000e-02	3.661369e+00
6.000000e-02	3.878248e+00
6.100000e-02	4.097032e+00
6.200000e-02	4.317515e+00
6.300000e-02	4.537693e+00
6.400000e-02	4.761232e+00
6.500000e-02	4.983323e+00
6.600000e-02	5.209534e+00
6.700000e-02	5.433790e+00
6.800000e-02	5.662498e+00
6.900000e-02	5.889237e+00
7.000000e-02	6.120264e+00
7.100000e-02	6.349540e+00
7.200000e-02	6.582757e+00
7.300000e-02	6.814767e+00
7.400000e-02	7.050232e+00
7.500000e-02	7.284996e+00
7.600000e-02	7.522524e+00
7.700000e-02	7.760181e+00
7.800000e-02	7.999907e+00
7.900000e-02	8.240491e+00
8.000000e-02	8.482219e+00
8.100000e-02	8.725727e+00
8.200000e-02	8.969756e+00
8.300000e-02	9.215954e+00
8.400000e-02	9.462439e+00
8.500000e-02	9.711190e+00
8.600000e-02	9.960301e+00
8.700000e-02	1.021160e+01
8.800000e-02	1.046340e+01
8.900000e-02	1.071719e+01
9.000000e-02	1.097164e+01
9.100000e-02	1.122794e+01
9.200000e-02	1.148513e+01
9.300000e-02	1.174399e+01
9.400000e-02	1.200385e+01
9.500000e-02	1.226521e+01
9.600000e-02	1.252780e+01
9.700000e-02	1.279174e+01
9.800000e-02	1.305701e+01
9.900000e-02	1.332358e+01
1.000000e-01	1.359083e+01
1.010000e-01	1.385581e+01
1.020000e-01	1.411812e+01
1.030000e-01	1.437770e+01
1.040000e-01	1.463464e+01
1.050000e-01	1.488893e+01
1.060000e-01	1.514065e+01
1.070000e-01	1.538976e+01
1.080000e-01	1.563635e+01
1.090000e-01	1.588039e+01
1.100000e-01	1.612191e+01
1.110000e-01	1.636099e+01
1.120000e-01	1.659767e+01
1.130000e-01	1.683194e+01
1.140000e-01	1.706379e+01
1.150000e-01	1.729297e+01
1.160000e-01	1.751943e+01
1.170000e-01	1.774311e+01
1.180000e-01	1.796384e+01
1.190000e-01	1.818146e+01
1.200000e-01	1.839671e+01
1.206076e-01	1.839774e+01
1.208592e-01	1.840435e+01
1.210000e-01	1.840932e+01
1.212575e-01	1.839451e+01
1.215239e-01	1.837941e+01
1.218343e-01	1.836401e+01
1.220000e-01	1.835711e+01
1.222728e-01	1.834580e+01
1.226008e-01	1.833385e+01
1.228583e-01	1.832535e+01
1.230000e-01	1.832103e+01
1.238502e-01	1.829960e+01
1.240000e-01	1.829508e+01
1.244780e-01	1.828317e+01
1.250000e-01	1.827142e+01
1.260000e-01	1.824933e+01
1.270000e-01	1.822783e+01
1.280000e-01	1.820651e+01
1.290000e-01	1.818494e+01
1.300000e-01	1.816333e+01
1.310000e-01	1.814201e+01
1.316931e-01	1.812711e+01
1.320000e-01	1.812065e+01
1.330000e-01	1.809918e+01
1.340000e-01	1.807789e+01
1.350000e-01	1.805680e+01
1.360000e-01	1.803551e+01
1.370000e-01	1.801389e+01
1.380000e-01	1.799222e+01
1.385491e-01	1.798020e+01
1.390000e-01	1.797031e+01
1.400000e-01	1.794774e+01
1.410000e-01	1.792459e+01
1.420000e-01	1.790110e+01
1.430000e-01	1.787702e+01
1.440000e-01	1.785209e+01
1.450000e-01	1.782658e+01
1.460000e-01	1.780066e+01
1.470000e-01	1.777400e+01
1.480000e-01	1.774661e+01
1.486945e-01	1.772751e+01
1.490000e-01	1.771885e+01
1.500000e-01	1.769070e+01
1.510000e-01	1.766195e+01
1.513991e-01	1.765043e+01
