" chongzhi1"

"Time      "	"Leg_ya_huang_1.force"
0.000000e+00	1.865008e-11
5.000000e-04	4.220094e-04
1.000000e-03	6.647479e-04
1.500000e-03	9.055473e-04
2.000000e-03	1.144328e-03
2.500000e-03	1.380571e-03
3.000000e-03	1.613681e-03
3.500000e-03	1.843202e-03
4.000000e-03	2.068891e-03
4.500000e-03	2.290803e-03
5.000000e-03	2.509387e-03
5.500000e-03	2.725586e-03
6.000000e-03	2.940883e-03
6.500000e-03	3.157282e-03
7.000000e-03	3.377169e-03
7.500000e-03	3.602992e-03
8.000000e-03	3.836896e-03
8.500000e-03	4.080277e-03
9.000000e-03	4.333438e-03
9.500000e-03	4.595479e-03
1.000000e-02	4.864432e-03
1.050000e-02	5.137582e-03
1.100000e-02	5.411900e-03
1.150000e-02	5.684453e-03
1.200000e-02	5.952717e-03
1.250000e-02	6.214717e-03
1.300000e-02	6.469083e-03
1.350000e-02	6.715115e-03
1.400000e-02	6.952805e-03
1.450000e-02	7.182841e-03
1.500000e-02	7.406683e-03
1.550000e-02	7.626610e-03
1.600000e-02	7.845630e-03
1.650000e-02	8.067264e-03
1.700000e-02	8.295101e-03
1.750000e-02	8.531988e-03
1.800000e-02	8.779755e-03
1.850000e-02	9.038501e-03
1.900000e-02	9.306551e-03
1.950000e-02	9.580986e-03
2.000000e-02	9.857829e-03
2.050000e-02	1.013336e-02
2.100000e-02	1.040386e-02
2.150000e-02	1.066688e-02
2.200000e-02	1.092049e-02
2.250000e-02	1.116418e-02
2.300000e-02	1.139855e-02
2.350000e-02	1.162525e-02
2.400000e-02	1.184742e-02
2.450000e-02	1.206850e-02
2.500000e-02	1.229253e-02
2.550000e-02	1.252338e-02
2.600000e-02	1.276408e-02
2.650000e-02	1.301607e-02
2.700000e-02	1.327886e-02
2.750000e-02	1.355010e-02
2.800000e-02	1.382607e-02
2.850000e-02	1.410247e-02
2.900000e-02	1.437509e-02
2.950000e-02	1.464053e-02
3.000000e-02	1.489650e-02
3.050000e-02	1.514209e-02
3.100000e-02	1.537784e-02
3.150000e-02	1.560567e-02
3.200000e-02	1.582881e-02
3.250000e-02	1.605140e-02
3.300000e-02	1.627793e-02
3.350000e-02	1.651257e-02
3.400000e-02	1.675772e-02
3.450000e-02	1.701458e-02
3.500000e-02	1.728144e-02
3.550000e-02	1.755519e-02
3.600000e-02	1.783134e-02
3.650000e-02	1.810524e-02
3.700000e-02	1.837281e-02
3.750000e-02	1.863112e-02
3.800000e-02	1.887882e-02
3.850000e-02	1.911623e-02
3.900000e-02	1.934533e-02
3.950000e-02	1.956957e-02
4.000000e-02	1.979339e-02
4.050000e-02	2.002154e-02
4.100000e-02	2.025815e-02
4.150000e-02	2.050580e-02
4.174183e-02	2.063080e-02
4.186842e-02	8.502489e-02
4.200000e-02	9.807322e-02
4.250000e-02	1.473622e-01
4.300000e-02	1.964649e-01
4.350000e-02	2.456579e-01
4.400000e-02	2.953621e-01
4.450000e-02	3.458349e-01
4.500000e-02	3.967769e-01
4.550000e-02	4.476081e-01
4.600000e-02	4.980037e-01
4.650000e-02	5.480613e-01
4.700000e-02	5.982912e-01
4.750000e-02	6.493361e-01
4.800000e-02	7.011929e-01
4.850000e-02	7.530766e-01
4.900000e-02	8.043759e-01
4.950000e-02	8.552189e-01
5.000000e-02	9.063614e-01
5.050000e-02	9.585029e-01
5.100000e-02	1.011313e+00
5.150000e-02	1.063820e+00
5.200000e-02	1.115627e+00
5.250000e-02	1.167286e+00
5.300000e-02	1.219742e+00
5.350000e-02	1.273178e+00
5.400000e-02	1.326649e+00
5.450000e-02	1.379395e+00
5.500000e-02	1.431771e+00
5.550000e-02	1.484767e+00
5.600000e-02	1.538811e+00
5.650000e-02	1.593083e+00
5.700000e-02	1.646675e+00
5.750000e-02	1.699777e+00
5.800000e-02	1.753429e+00
5.850000e-02	1.808171e+00
5.900000e-02	1.863194e+00
5.950000e-02	1.917520e+00
6.000000e-02	1.971361e+00
6.050000e-02	2.025805e+00
6.100000e-02	2.081317e+00
6.150000e-02	2.136989e+00
6.200000e-02	2.191950e+00
6.250000e-02	2.246515e+00
6.300000e-02	2.301910e+00
6.350000e-02	2.358292e+00
6.400000e-02	2.414532e+00
6.450000e-02	2.469972e+00
6.500000e-02	2.525435e+00
6.550000e-02	2.581886e+00
6.600000e-02	2.638961e+00
6.650000e-02	2.695663e+00
6.700000e-02	2.751708e+00
6.750000e-02	2.808185e+00
6.800000e-02	2.865729e+00
6.850000e-02	2.923438e+00
6.900000e-02	2.980584e+00
6.950000e-02	3.037349e+00
7.000000e-02	3.094946e+00
7.050000e-02	3.153359e+00
7.100000e-02	3.211445e+00
7.150000e-02	3.269043e+00
7.200000e-02	3.326899e+00
7.250000e-02	3.385734e+00
7.300000e-02	3.444784e+00
7.350000e-02	3.503377e+00
7.400000e-02	3.561724e+00
7.450000e-02	3.620587e+00
7.500000e-02	3.680266e+00
7.550000e-02	3.739841e+00
7.600000e-02	3.798972e+00
7.650000e-02	3.858244e+00
7.700000e-02	3.918381e+00
7.750000e-02	3.978819e+00
7.800000e-02	4.038875e+00
7.850000e-02	4.098707e+00
7.900000e-02	4.159026e+00
7.950000e-02	4.220091e+00
8.000000e-02	4.281038e+00
8.050000e-02	4.341605e+00
8.100000e-02	4.402426e+00
8.150000e-02	4.464055e+00
