" chongzhi1"

"Time      "	".JOINT_qianhou.Element_Force.Mag"
1.110000e-01	1.314094e+03
1.120000e-01	1.294185e+03
1.130000e-01	1.274209e+03
1.140000e-01	1.255820e+03
1.150000e-01	1.237434e+03
1.160000e-01	1.224881e+03
1.170000e-01	1.212015e+03
1.180000e-01	1.218810e+03
1.187500e-01	1.369689e+03
1.190000e-01	1.985922e+04
1.192554e-01	4.281198e+02
1.195056e-01	1.962437e+02
1.198319e-01	6.351569e+01
1.200000e-01	3.510667e+01
1.202758e-01	4.413169e+01
1.205657e-01	2.502794e+01
1.208417e-01	1.592483e+01
1.210000e-01	1.320966e+01
1.212816e-01	1.676204e+01
1.215783e-01	1.757964e+01
1.218286e-01	7.394218e+00
1.220000e-01	6.836547e+00
1.222588e-01	6.954011e+00
1.225915e-01	1.185726e+01
1.228855e-01	1.418592e+01
1.230000e-01	1.406844e+01
1.233034e-01	1.426320e+01
1.236412e-01	1.266915e+01
1.240000e-01	1.115098e+01
1.244347e-01	1.270413e+01
1.250000e-01	8.015615e+00
1.260000e-01	7.292314e+00
1.270000e-01	7.358007e+00
1.280000e-01	7.627641e+00
1.282536e-01	9.029008e+00
1.285276e-01	8.149607e+00
1.288269e-01	9.688602e+05
1.290000e-01	7.874276e+00
1.295113e-01	7.727474e+00
1.300000e-01	7.780059e+00
1.303882e-01	7.762466e+00
1.307125e-01	9.409300e+00
1.310000e-01	7.804555e+00
1.313575e-01	9.198604e+00
1.317401e-01	1.340436e+01
1.320000e-01	7.916389e+00
1.325624e-01	9.353143e+00
1.328166e-01	6.795529e+00
1.330000e-01	7.561453e+00
1.332562e-01	8.221714e+00
1.335093e-01	8.146195e+00
1.340000e-01	8.169134e+00
1.350000e-01	8.241138e+00
1.355458e-01	9.026786e+00
1.360000e-01	8.302517e+00
1.368729e-01	8.905541e+00
1.370000e-01	8.381523e+00
1.380000e-01	8.449924e+00
1.390000e-01	8.508232e+00
1.394557e-01	9.126902e+00
1.398701e-01	9.169620e+00
1.400000e-01	8.582852e+00
1.403899e-01	9.454441e+00
1.410000e-01	8.639382e+00
1.418391e-01	9.503875e+00
