"     ankle"

"Time      "	".JOINT_15.Ax_Ay_Az_Projection_Angles.Z"	".JOINT_14.Ax_Ay_Az_Projection_Angles.Z"
0.000000e+00	0.000000e+00	1.193196e-13
5.000000e-04	-1.139107e-05	2.991471e-04
1.000000e-03	-9.108580e-05	1.113672e-03
1.500000e-03	-3.108779e-04	2.307244e-03
2.000000e-03	-7.398329e-04	3.739924e-03
2.500000e-03	-1.434007e-03	5.285240e-03
3.000000e-03	-2.429577e-03	6.843675e-03
3.500000e-03	-3.742957e-03	8.350889e-03
4.000000e-03	-5.378484e-03	9.779931e-03
4.500000e-03	-7.338602e-03	1.113655e-02
5.000000e-03	-9.631710e-03	1.244952e-02
5.500000e-03	-1.227449e-02	1.375972e-02
6.000000e-03	-1.528795e-02	1.511152e-02
6.500000e-03	-1.868896e-02	1.654872e-02
7.000000e-03	-2.248095e-02	1.811498e-02
7.500000e-03	-2.664739e-02	1.985667e-02
8.000000e-03	-3.115107e-02	2.182503e-02
8.500000e-03	-3.593819e-02	2.407600e-02
9.000000e-03	-4.094773e-02	2.666445e-02
9.500000e-03	-4.612099e-02	2.963606e-02
1.000000e-02	-5.140855e-02	3.301866e-02
1.050000e-02	-5.677238e-02	3.681656e-02
1.100000e-02	-6.218332e-02	4.101045e-02
1.150000e-02	-6.761512e-02	4.556376e-02
1.200000e-02	-7.303835e-02	5.043383e-02
1.250000e-02	-7.841683e-02	5.558415e-02
1.300000e-02	-8.370845e-02	6.099413e-02
1.350000e-02	-8.887007e-02	6.666312e-02
1.400000e-02	-9.386532e-02	7.260708e-02
1.450000e-02	-9.867328e-02	7.884785e-02
1.500000e-02	-1.032933e-01	8.540252e-02
1.550000e-02	-1.077427e-01	9.227971e-02
1.600000e-02	-1.120480e-01	9.948390e-02
1.650000e-02	-1.162343e-01	1.070238e-01
1.700000e-02	-1.203279e-01	1.149002e-01
1.750000e-02	-1.243598e-01	1.230966e-01
1.800000e-02	-1.283578e-01	1.315935e-01
1.850000e-02	-1.323493e-01	1.403678e-01
1.900000e-02	-1.363654e-01	1.493874e-01
1.950000e-02	-1.404446e-01	1.586052e-01
2.000000e-02	-1.446348e-01	1.679539e-01
2.050000e-02	-1.489919e-01	1.773459e-01
2.100000e-02	-1.535759e-01	1.866782e-01
2.150000e-02	-1.584458e-01	1.958432e-01
2.200000e-02	-1.636542e-01	2.047417e-01
2.250000e-02	-1.692441e-01	2.132949e-01
2.300000e-02	-1.752477e-01	2.214504e-01
2.350000e-02	-1.816836e-01	2.291761e-01
2.400000e-02	-1.885547e-01	2.364466e-01
2.450000e-02	-1.958500e-01	2.432353e-01
2.500000e-02	-2.035498e-01	2.495136e-01
2.550000e-02	-2.116324e-01	2.552604e-01
2.600000e-02	-2.200789e-01	2.604751e-01
2.650000e-02	-2.288754e-01	2.651881e-01
2.700000e-02	-2.380105e-01	2.694642e-01
2.750000e-02	-2.474701e-01	2.733943e-01
2.800000e-02	-2.572328e-01	2.770802e-01
2.850000e-02	-2.672668e-01	2.806146e-01
